station_name,date,pm25
Mandir Marg,24/08/2015,33.15625
Mandir Marg,25/08/2015,30.777777777777782
Mandir Marg,26/08/2015,35.97647058823529
Mandir Marg,27/08/2015,44.3170731707317
Mandir Marg,28/08/2015,71.10810810810811
Mandir Marg,31/08/2015,40.72093023255814
Mandir Marg,01/09/2015,49.26595744680851
Mandir Marg,02/09/2015,66.24193548387096
Mandir Marg,03/09/2015,55.50684931506849
Mandir Marg,04/09/2015,39.42222222222223
Mandir Marg,05/09/2015,49.97619047619048
Mandir Marg,06/09/2015,31.29166666666667
Mandir Marg,07/09/2015,34.52380952380953
Mandir Marg,08/09/2015,37.72222222222222
Mandir Marg,09/09/2015,33.638297872340424
Mandir Marg,10/09/2015,38.38541666666666
Mandir Marg,11/09/2015,46.58139534883721
Mandir Marg,12/09/2015,67.89887640449439
Mandir Marg,13/09/2015,73.03797468354429
Mandir Marg,14/09/2015,111.17391304347828
Mandir Marg,15/09/2015,90.5
Mandir Marg,16/09/2015,86.81481481481481
Mandir Marg,17/09/2015,96.2738095238095
Mandir Marg,18/09/2015,47.088888888888896
Mandir Marg,19/09/2015,68.53488372093024
Mandir Marg,20/09/2015,55.936708860759495
Mandir Marg,21/09/2015,46.42857142857143
Mandir Marg,22/09/2015,31.12857142857143
Mandir Marg,23/09/2015,26.135593220338983
Mandir Marg,24/09/2015,39.270270270270274
Mandir Marg,25/09/2015,46.714285714285715
Mandir Marg,26/09/2015,51.81012658227848
Mandir Marg,27/09/2015,56.125
Mandir Marg,28/09/2015,47.375
Mandir Marg,29/09/2015,53.913580246913575
Mandir Marg,30/09/2015,45.3625
Mandir Marg,01/10/2015,64.66666666666667
Mandir Marg,02/10/2015,68.34065934065934
Mandir Marg,03/10/2015,75.25
Mandir Marg,04/10/2015,87.53246753246755
Mandir Marg,05/10/2015,107.6931818181818
Mandir Marg,06/10/2015,102.69135802469135
Mandir Marg,07/10/2015,108.40229885057472
Mandir Marg,08/10/2015,100.15217391304348
Mandir Marg,09/10/2015,81.05813953488372
Mandir Marg,10/10/2015,69.10227272727273
Mandir Marg,11/10/2015,66.24675324675324
Mandir Marg,12/10/2015,64.80952380952381
Mandir Marg,13/10/2015,83.1875
Mandir Marg,14/10/2015,69.44680851063829
Mandir Marg,15/10/2015,82.0
Mandir Marg,16/10/2015,118.01282051282051
Mandir Marg,18/10/2015,178.62
Mandir Marg,19/10/2015,148.6413043478261
Mandir Marg,20/10/2015,168.05555555555554
Mandir Marg,21/10/2015,175.01639344262298
Mandir Marg,22/10/2015,96.42105263157896
Mandir Marg,23/10/2015,122.66666666666669
Mandir Marg,24/10/2015,133.7840909090909
Mandir Marg,25/10/2015,139.7127659574468
Mandir Marg,26/10/2015,76.09375
Mandir Marg,28/10/2015,48.54545454545455
Mandir Marg,29/10/2015,85.5632183908046
Mandir Marg,30/10/2015,94.4375
R K Puram,01/06/2015,52.755319148936174
R K Puram,02/06/2015,78.15789473684211
R K Puram,03/06/2015,82.27659574468085
R K Puram,04/06/2015,94.6808510638298
R K Puram,05/06/2015,122.23076923076924
R K Puram,06/06/2015,89.76923076923076
R K Puram,07/06/2015,140.7872340425532
R K Puram,08/06/2015,48.137931034482754
R K Puram,09/06/2015,82.62222222222222
R K Puram,10/06/2015,67.95744680851064
R K Puram,11/06/2015,147.875
R K Puram,12/06/2015,86.04166666666669
R K Puram,13/06/2015,78.57777777777778
R K Puram,14/06/2015,81.45833333333333
R K Puram,15/06/2015,105.50561797752808
R K Puram,16/06/2015,118.92391304347828
R K Puram,17/06/2015,148.3586956521739
R K Puram,18/06/2015,126.8125
R K Puram,19/06/2015,108.28125
R K Puram,20/06/2015,59.30208333333334
R K Puram,21/06/2015,53.84313725490196
R K Puram,22/06/2015,58.60869565217392
R K Puram,23/06/2015,65.90425531914893
R K Puram,24/06/2015,120.24137931034485
R K Puram,25/06/2015,44.15217391304348
R K Puram,26/06/2015,71.01086956521739
R K Puram,27/06/2015,77.84375
R K Puram,28/06/2015,94.69791666666669
R K Puram,29/06/2015,46.14130434782609
R K Puram,30/06/2015,57.85507246376812
R K Puram,01/07/2015,52.678160919540225
R K Puram,02/07/2015,63.22826086956522
R K Puram,03/07/2015,78.29166666666667
R K Puram,04/07/2015,97.72727272727272
R K Puram,05/07/2015,193.12765957446808
R K Puram,06/07/2015,74.36363636363636
R K Puram,07/07/2015,60.82608695652174
R K Puram,08/07/2015,67.58333333333333
R K Puram,09/07/2015,60.14492753623188
R K Puram,10/07/2015,38.924528301886795
R K Puram,11/07/2015,30.662337662337666
R K Puram,12/07/2015,30.45
R K Puram,13/07/2015,47.25882352941176
R K Puram,14/07/2015,46.16666666666666
R K Puram,15/07/2015,70.04166666666667
R K Puram,16/07/2015,94.41463414634147
R K Puram,17/07/2015,81.41025641025641
R K Puram,18/07/2015,73.52222222222224
R K Puram,19/07/2015,79.84615384615384
R K Puram,20/07/2015,56.25
R K Puram,21/07/2015,43.03333333333333
R K Puram,22/07/2015,41.919540229885065
R K Puram,23/07/2015,39.266666666666666
R K Puram,24/07/2015,47.1875
R K Puram,25/07/2015,47.3404255319149
R K Puram,26/07/2015,33.532467532467535
R K Puram,27/07/2015,23.417721518987346
R K Puram,28/07/2015,20.263157894736842
R K Puram,29/07/2015,26.236363636363638
R K Puram,30/07/2015,27.75
R K Puram,31/07/2015,38.68888888888889
R K Puram,01/08/2015,41.73913043478261
R K Puram,02/08/2015,48.08333333333334
R K Puram,03/08/2015,45.125
R K Puram,04/08/2015,45.39130434782609
R K Puram,05/08/2015,62.79166666666666
R K Puram,06/08/2015,58.81318681318682
R K Puram,07/08/2015,63.35
R K Puram,08/08/2015,78.67605633802819
R K Puram,09/08/2015,64.2
R K Puram,10/08/2015,97.13953488372091
R K Puram,11/08/2015,78.5813953488372
R K Puram,12/08/2015,64.125
R K Puram,13/08/2015,70.40860215053762
R K Puram,14/08/2015,66.52631578947367
R K Puram,15/08/2015,47.77777777777778
R K Puram,16/08/2015,51.79166666666666
R K Puram,17/08/2015,69.41304347826087
R K Puram,18/08/2015,52.59574468085106
R K Puram,19/08/2015,27.0561797752809
R K Puram,20/08/2015,25.91304347826087
R K Puram,21/08/2015,45.70212765957447
R K Puram,22/08/2015,53.511627906976734
R K Puram,23/08/2015,48.85869565217392
R K Puram,24/08/2015,49.5232558139535
R K Puram,25/08/2015,54.736263736263744
R K Puram,26/08/2015,54.53846153846154
R K Puram,27/08/2015,62.29166666666666
R K Puram,28/08/2015,80.875
R K Puram,29/08/2015,52.84375
R K Puram,30/08/2015,51.411111111111104
R K Puram,31/08/2015,46.54166666666666
R K Puram,01/09/2015,78.05617977528091
R K Puram,02/09/2015,111.5
R K Puram,03/09/2015,104.37096774193549
R K Puram,04/09/2015,85.6086956521739
R K Puram,05/09/2015,69.54761904761905
R K Puram,07/09/2015,47.3404255319149
R K Puram,08/09/2015,51.76388888888889
R K Puram,09/09/2015,44.741573033707866
R K Puram,10/09/2015,49.31111111111111
R K Puram,11/09/2015,59.20833333333334
R K Puram,12/09/2015,89.3191489361702
R K Puram,13/09/2015,99.5394736842105
R K Puram,14/09/2015,118.82978723404257
R K Puram,15/09/2015,115.01041666666669
R K Puram,16/09/2015,95.04255319148935
R K Puram,17/09/2015,99.0
R K Puram,19/09/2015,68.90123456790124
R K Puram,20/09/2015,55.94791666666666
R K Puram,21/09/2015,36.75
R K Puram,22/09/2015,31.358024691358022
R K Puram,23/09/2015,29.884615384615387
R K Puram,24/09/2015,59.39583333333334
R K Puram,25/09/2015,72.56382978723406
R K Puram,26/09/2015,88.4
R K Puram,27/09/2015,86.04166666666669
R K Puram,28/09/2015,67.76595744680851
R K Puram,29/09/2015,63.914893617021285
R K Puram,30/09/2015,50.1123595505618
R K Puram,01/10/2015,78.33333333333333
R K Puram,02/10/2015,88.67058823529413
R K Puram,03/10/2015,114.32758620689656
R K Puram,04/10/2015,121.58333333333331
R K Puram,05/10/2015,127.42307692307692
R K Puram,06/10/2015,123.42857142857143
R K Puram,07/10/2015,146.3943661971831
R K Puram,08/10/2015,128.37209302325581
R K Puram,09/10/2015,115.35416666666669
R K Puram,10/10/2015,107.91489361702128
R K Puram,11/10/2015,93.58536585365853
R K Puram,12/10/2015,96.93478260869566
R K Puram,13/10/2015,104.95833333333331
R K Puram,14/10/2015,86.46875
R K Puram,15/10/2015,105.03125
R K Puram,16/10/2015,129.25
R K Puram,18/10/2015,172.59259259259258
R K Puram,19/10/2015,171.10638297872342
R K Puram,20/10/2015,176.05208333333337
R K Puram,21/10/2015,190.40298507462688
R K Puram,22/10/2015,158.88095238095238
R K Puram,23/10/2015,154.91489361702128
R K Puram,24/10/2015,179.9148936170213
R K Puram,25/10/2015,144.41666666666666
R K Puram,26/10/2015,110.27659574468085
R K Puram,27/10/2015,114.70833333333331
R K Puram,28/10/2015,97.08333333333331
R K Puram,29/10/2015,90.75
R K Puram,30/10/2015,91.8
